src_type	src	dest_type	dest	direction	type
KEGGCOMP	C00076	SYMBOL	RASGRP1	directed	Process
KEGGCOMP	C00076	SYMBOL	RASGRP2	directed	Process
KEGGCOMP	C00076	SYMBOL	RASGRP4	directed	Process
KEGGCOMP	C00076	SYMBOL	RASGRP3	directed	Process
KEGGCOMP	C00076	SYMBOL	RASGRF1	directed	Process
KEGGCOMP	C00076	SYMBOL	RASGRF2	directed	Process
KEGGCOMP	C00165	SYMBOL	PRKACA	directed	Process(activation)
KEGGCOMP	C00165	SYMBOL	PRKACB	directed	Process(activation)
KEGGCOMP	C00165	SYMBOL	PRKACG	directed	Process(activation)
KEGGCOMP	C00165	SYMBOL	PRKCA	directed	Process(activation)
KEGGCOMP	C00165	SYMBOL	PRKCB	directed	Process(activation)
KEGGCOMP	C00165	SYMBOL	PRKCG	directed	Process(activation)
KEGGCOMP	C00338	SYMBOL	CD14	directed	Process(activation)
KEGGCOMP	C00575	SYMBOL	PRKACA	directed	Process(activation)
KEGGCOMP	C00575	SYMBOL	PRKACB	directed	Process(activation)
KEGGCOMP	C00575	SYMBOL	PRKACG	directed	Process(activation)
KEGGCOMP	C00575	SYMBOL	RAPGEF2	directed	Process(activation)
SYMBOL	CACNG3	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG2	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG5	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG4	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA2D3	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG8	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG7	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG6	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1A	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1B	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1C	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1D	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1E	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1F	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1S	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA2D1	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNB1	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNB2	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNB3	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNB4	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNG1	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1I	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1H	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA1G	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA2D2	KEGGCOMP	C00076	directed	Process
SYMBOL	CACNA2D4	KEGGCOMP	C00076	directed	Process
SYMBOL	AKT3	SYMBOL	MAP3K5	directed	Process(inhibition)
SYMBOL	AKT3	SYMBOL	MAP3K5	directed	Process(phosphorylation)
SYMBOL	AKT3	SYMBOL	MAP2K4	directed	Process(inhibition)
SYMBOL	AKT3	SYMBOL	MAP2K4	directed	Process(phosphorylation)
SYMBOL	PPP5D1	SYMBOL	MAP3K5	directed	Process(inhibition)
SYMBOL	PPP5D1	SYMBOL	MAP3K5	directed	Process(dephosphorylation)
SYMBOL	RASGRP1	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASGRP1	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASGRP1	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASGRP1	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASGRP1	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASGRP1	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	TAB1	SYMBOL	MAP3K7	directed	Process(activation)
SYMBOL	GADD45G	SYMBOL	MAP3K4	directed	Process(activation)
SYMBOL	MAP4K1	SYMBOL	MAP3K11	directed	Process(phosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP10	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP10	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	CHUK	SYMBOL	NFKB1	directed	Process(indirect effect)
SYMBOL	CHUK	SYMBOL	NFKB2	directed	Process(indirect effect)
SYMBOL	CHUK	SYMBOL	RELA	directed	Process(indirect effect)
SYMBOL	CHUK	SYMBOL	RELB	directed	Process(indirect effect)
SYMBOL	RASGRP4	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASGRP4	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASGRP4	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASGRP4	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASGRP4	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASGRP4	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	MAP3K8	SYMBOL	CHUK	directed	Process(phosphorylation)
SYMBOL	MAP3K8	SYMBOL	IKBKB	directed	Process(phosphorylation)
SYMBOL	MAP3K8	SYMBOL	MAP2K1	directed	Process(phosphorylation)
SYMBOL	MAP3K8	SYMBOL	MAP2K2	directed	Process(phosphorylation)
SYMBOL	MAP3K8	SYMBOL	IKBKG	directed	Process(phosphorylation)
SYMBOL	MAP3K8	SYMBOL	MAP3K14	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	ATF2	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	DDIT3	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	ELK1	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	ELK4	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	MAX	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	MEF2C	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	TP53	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	MAPKAPK3	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	MAPKAPK5	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	RPS6KA4	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	RPS6KA5	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	MAPKAPK2	directed	Process(phosphorylation)
SYMBOL	MAPK14	SYMBOL	CDC25B	directed	Process(phosphorylation)
SYMBOL	CSF1	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FGFR3	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FGFR2	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FGFR4	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FLT1	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FLT3	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	FLT4	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	IGF1R	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	INSR	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	KDR	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	KIT	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	MET	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	NGFR	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	NTRK1	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	NTRK2	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	PDGFRA	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	PDGFRB	directed	Process(activation)
SYMBOL	CSF1	SYMBOL	TEK	directed	Process(activation)
SYMBOL	DAXX	SYMBOL	MAP3K5	directed	Process(activation)
SYMBOL	GADD45A	SYMBOL	MAP3K4	directed	Process(activation)
SYMBOL	DUSP1	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP1	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP1	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP1	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP2	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP2	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP3	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP3	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP4	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP4	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP5	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP5	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP6	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP6	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP6	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP6	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP7	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP7	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP8	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP8	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK14	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK14	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK1	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK1	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK3	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK3	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK8	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK8	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK11	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK11	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK9	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK9	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK10	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK10	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK13	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK13	directed	Process(dephosphorylation)
SYMBOL	DUSP9	SYMBOL	MAPK12	directed	Process(inhibition)
SYMBOL	DUSP9	SYMBOL	MAPK12	directed	Process(dephosphorylation)
SYMBOL	EFNA1	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FGFR3	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FGFR2	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FGFR4	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FLT1	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FLT3	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	FLT4	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	IGF1R	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	INSR	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	KDR	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	KIT	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	MET	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	NGFR	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	NTRK1	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	NTRK2	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	PDGFRA	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	PDGFRB	directed	Process(activation)
SYMBOL	EFNA1	SYMBOL	TEK	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FGFR3	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FGFR2	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FGFR4	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FLT1	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FLT3	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	FLT4	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	IGF1R	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	INSR	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	KDR	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	KIT	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	MET	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	NGFR	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	NTRK1	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	NTRK2	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	PDGFRA	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	PDGFRB	directed	Process(activation)
SYMBOL	EFNA2	SYMBOL	TEK	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FGFR3	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FGFR2	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FGFR4	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FLT1	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FLT3	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	FLT4	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	IGF1R	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	INSR	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	KDR	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	KIT	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	MET	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	NGFR	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	NTRK1	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	NTRK2	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	PDGFRA	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	PDGFRB	directed	Process(activation)
SYMBOL	EFNA3	SYMBOL	TEK	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FGFR3	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FGFR2	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FGFR4	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FLT1	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FLT3	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	FLT4	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	IGF1R	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	INSR	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	KDR	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	KIT	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	MET	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	NGFR	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	NTRK1	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	NTRK2	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	PDGFRA	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	PDGFRB	directed	Process(activation)
SYMBOL	EFNA4	SYMBOL	TEK	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	CSF1R	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	EGFR	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	EPHA2	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	ERBB2	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	ERBB3	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	ERBB4	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	FGFR1	directed	Process(activation)
SYMBOL	EFNA5	SYMBOL	FGFR3	directed	Process(activation)
